CodigoVariable,FechaHora,CodigoDuracion,UnidadMedida,Version,Valor
PB_Int,2025-12-17 14:00:00,PT1H,COP/kWh,TX1,345.0
PB_Int,2025-12-17 12:00:00,PT1H,COP/kWh,TX1,330.333
PB_Int,2025-12-17 13:00:00,PT1H,COP/kWh,TX1,345.0
PB_Int,2025-12-17 05:00:00,PT1H,COP/kWh,TX1,330.333
PB_Int,2025-12-17 20:00:00,PT1H,COP/kWh,TX1,345.0
PB_Int,2025-12-17 21:00:00,PT1H,COP/kWh,TX1,345.0
PB_Int,2025-12-17 11:00:00,PT1H,COP/kWh,TX1,330.333
PB_Int,2025-12-17 15:00:00,PT1H,COP/kWh,TX1,345.0
PB_Int,2025-12-17 17:00:00,PT1H,COP/kWh,TX1,345.0
PB_Int,2025-12-17 08:00:00,PT1H,COP/kWh,TX1,330.333
PB_Int,2025-12-16 14:00:00,PT1H,COP/kWh,TX1,325.0
PB_Int,2025-12-16 02:00:00,PT1H,COP/kWh,TX1,320.0
PB_Int,2025-12-16 13:00:00,PT1H,COP/kWh,TX1,323.0
PB_Int,2025-12-16 07:00:00,PT1H,COP/kWh,TX1,323.0
PB_Int,2025-12-16 00:00:00,PT1H,COP/kWh,TX1,304.0
PB_Int,2025-12-16 08:00:00,PT1H,COP/kWh,TX1,323.0
PB_Int,2025-12-16 19:00:00,PT1H,COP/kWh,TX1,330.0
PB_Int,2025-12-16 15:00:00,PT1H,COP/kWh,TX1,325.0
PB_Int,2025-12-16 20:00:00,PT1H,COP/kWh,TX1,330.0
PB_Int,2025-12-16 04:00:00,PT1H,COP/kWh,TX1,320.0
PB_Int,2025-12-16 18:00:00,PT1H,COP/kWh,TX1,330.0
PB_Int,2025-12-16 03:00:00,PT1H,COP/kWh,TX1,320.0
PB_Int,2025-12-16 01:00:00,PT1H,COP/kWh,TX1,320.0
PB_Int,2025-12-16 05:00:00,PT1H,COP/kWh,TX1,323.0
PB_Int,2025-12-16 22:00:00,PT1H,COP/kWh,TX1,325.0
PB_Int,2025-12-16 09:00:00,PT1H,COP/kWh,TX1,323.0
PB_Int,2025-12-16 17:00:00,PT1H,COP/kWh,TX1,330.0
PB_Int,2025-12-16 16:00:00,PT1H,COP/kWh,TX1,329.5
PB_Int,2025-12-16 23:00:00,PT1H,COP/kWh,TX1,323.0
PB_Int,2025-12-16 10:00:00,PT1H,COP/kWh,TX1,323.0
PB_Int,2025-12-16 06:00:00,PT1H,COP/kWh,TX1,323.0
PB_Int,2025-12-16 21:00:00,PT1H,COP/kWh,TX1,325.0
PB_Int,2025-12-16 12:00:00,PT1H,COP/kWh,TX1,323.0
PB_Int,2025-12-16 11:00:00,PT1H,COP/kWh,TX1,323.0
PB_Int,2025-12-15 02:00:00,PT1H,COP/kWh,TX1,241.0
PB_Int,2025-12-15 09:00:00,PT1H,COP/kWh,TX1,259.52
PB_Int,2025-12-15 05:00:00,PT1H,COP/kWh,TX1,259.52
PB_Int,2025-12-15 03:00:00,PT1H,COP/kWh,TX1,259.52
PB_Int,2025-12-15 20:00:00,PT1H,COP/kWh,TX1,320.0
PB_Int,2025-12-15 13:00:00,PT1H,COP/kWh,TX1,310.0
PB_Int,2025-12-15 16:00:00,PT1H,COP/kWh,TX1,315.0
PB_Int,2025-12-15 01:00:00,PT1H,COP/kWh,TX1,259.52
PB_Int,2025-12-15 22:00:00,PT1H,COP/kWh,TX1,310.0
PB_Int,2025-12-15 18:00:00,PT1H,COP/kWh,TX1,500.0
PB_Int,2025-12-15 06:00:00,PT1H,COP/kWh,TX1,259.52
PB_Int,2025-12-15 04:00:00,PT1H,COP/kWh,TX1,259.52
PB_Int,2025-12-15 07:00:00,PT1H,COP/kWh,TX1,259.52
PB_Int,2025-12-15 08:00:00,PT1H,COP/kWh,TX1,259.52
PB_Int,2025-12-15 17:00:00,PT1H,COP/kWh,TX1,320.0
PB_Int,2025-12-15 11:00:00,PT1H,COP/kWh,TX1,310.0
PB_Int,2025-12-15 19:00:00,PT1H,COP/kWh,TX1,320.0
PB_Int,2025-12-15 15:00:00,PT1H,COP/kWh,TX1,310.0
PB_Int,2025-12-15 23:00:00,PT1H,COP/kWh,TX1,310.0
PB_Int,2025-12-15 12:00:00,PT1H,COP/kWh,TX1,310.0
PB_Int,2025-12-15 10:00:00,PT1H,COP/kWh,TX1,259.52
PB_Int,2025-12-15 21:00:00,PT1H,COP/kWh,TX1,315.0
PB_Int,2025-12-15 00:00:00,PT1H,COP/kWh,TX1,259.52
PB_Int,2025-12-15 14:00:00,PT1H,COP/kWh,TX1,310.0
PB_Int,2025-12-14 05:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Int,2025-12-14 09:00:00,PT1H,COP/kWh,TX1,235.3208
PB_Int,2025-12-14 06:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Int,2025-12-14 21:00:00,PT1H,COP/kWh,TX1,291.3208
PB_Int,2025-12-14 08:00:00,PT1H,COP/kWh,TX1,235.3208
PB_Int,2025-12-14 12:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Int,2025-12-14 02:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Int,2025-12-14 16:00:00,PT1H,COP/kWh,TX1,260.3208
PB_Int,2025-12-14 04:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Int,2025-12-14 11:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Int,2025-12-14 18:00:00,PT1H,COP/kWh,TX1,291.3208
PB_Int,2025-12-14 22:00:00,PT1H,COP/kWh,TX1,265.3208
PB_Int,2025-12-14 07:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Int,2025-12-14 15:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Int,2025-12-14 19:00:00,PT1H,COP/kWh,TX1,291.3208
PB_Int,2025-12-14 00:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Int,2025-12-14 01:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Int,2025-12-14 10:00:00,PT1H,COP/kWh,TX1,235.3208
PB_Int,2025-12-14 23:00:00,PT1H,COP/kWh,TX1,264.2208
PB_Int,2025-12-14 17:00:00,PT1H,COP/kWh,TX1,265.3208
PB_Int,2025-12-14 20:00:00,PT1H,COP/kWh,TX1,291.3208
PB_Int,2025-12-14 13:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Int,2025-12-14 14:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Int,2025-12-14 03:00:00,PT1H,COP/kWh,TX1,240.3208
PB_Int,2025-12-13 09:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 15:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 03:00:00,PT1H,COP/kWh,TX1,229.89
PB_Int,2025-12-13 04:00:00,PT1H,COP/kWh,TX1,229.89
PB_Int,2025-12-13 22:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 17:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-13 13:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 20:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-13 07:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 21:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 16:00:00,PT1H,COP/kWh,TX1,235.0
PB_Int,2025-12-13 10:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 12:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 00:00:00,PT1H,COP/kWh,TX1,229.89
PB_Int,2025-12-13 11:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 19:00:00,PT1H,COP/kWh,TX1,300.0
PB_Int,2025-12-13 05:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 23:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 08:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 18:00:00,PT1H,COP/kWh,TX1,300.0
PB_Int,2025-12-13 14:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 01:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-13 02:00:00,PT1H,COP/kWh,TX1,229.89
PB_Int,2025-12-13 06:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-12 18:00:00,PT1H,COP/kWh,TX1,550.0
PB_Int,2025-12-12 22:00:00,PT1H,COP/kWh,TX1,246.0
PB_Int,2025-12-12 02:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-12 10:00:00,PT1H,COP/kWh,TX1,246.0
PB_Int,2025-12-12 12:00:00,PT1H,COP/kWh,TX1,246.0
PB_Int,2025-12-12 07:00:00,PT1H,COP/kWh,TX1,246.0
PB_Int,2025-12-12 04:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-12 05:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-12 21:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-12 14:00:00,PT1H,COP/kWh,TX1,246.0
PB_Int,2025-12-12 06:00:00,PT1H,COP/kWh,TX1,246.0
PB_Int,2025-12-12 15:00:00,PT1H,COP/kWh,TX1,246.0
PB_Int,2025-12-12 08:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-12 03:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-12 01:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-12 13:00:00,PT1H,COP/kWh,TX1,246.0
PB_Int,2025-12-12 17:00:00,PT1H,COP/kWh,TX1,349.0
PB_Int,2025-12-12 00:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-12 23:00:00,PT1H,COP/kWh,TX1,246.0
PB_Int,2025-12-12 09:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-12 20:00:00,PT1H,COP/kWh,TX1,349.0
PB_Int,2025-12-12 16:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-12 19:00:00,PT1H,COP/kWh,TX1,500.0
PB_Int,2025-12-12 11:00:00,PT1H,COP/kWh,TX1,246.0
PB_Int,2025-12-11 08:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-11 04:00:00,PT1H,COP/kWh,TX1,102.0
PB_Int,2025-12-11 19:00:00,PT1H,COP/kWh,TX1,300.0
PB_Int,2025-12-11 05:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-11 21:00:00,PT1H,COP/kWh,TX1,299.0
PB_Int,2025-12-11 02:00:00,PT1H,COP/kWh,TX1,102.0
PB_Int,2025-12-11 09:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-11 01:00:00,PT1H,COP/kWh,TX1,102.0
PB_Int,2025-12-11 12:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-11 15:00:00,PT1H,COP/kWh,TX1,290.0
PB_Int,2025-12-11 22:00:00,PT1H,COP/kWh,TX1,290.0
PB_Int,2025-12-11 10:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-11 23:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-11 11:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-11 03:00:00,PT1H,COP/kWh,TX1,102.0
PB_Int,2025-12-11 00:00:00,PT1H,COP/kWh,TX1,103.0
PB_Int,2025-12-11 18:00:00,PT1H,COP/kWh,TX1,550.0
PB_Int,2025-12-11 13:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-11 14:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-11 17:00:00,PT1H,COP/kWh,TX1,299.0
PB_Int,2025-12-11 06:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-11 20:00:00,PT1H,COP/kWh,TX1,300.0
PB_Int,2025-12-11 07:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-11 16:00:00,PT1H,COP/kWh,TX1,299.0
PB_Int,2025-12-10 23:00:00,PT1H,COP/kWh,TX1,190.0038
PB_Int,2025-12-10 00:00:00,PT1H,COP/kWh,TX1,101.2898
PB_Int,2025-12-10 05:00:00,PT1H,COP/kWh,TX1,190.0038
PB_Int,2025-12-10 03:00:00,PT1H,COP/kWh,TX1,94.5658
PB_Int,2025-12-10 15:00:00,PT1H,COP/kWh,TX1,269.9038
PB_Int,2025-12-10 07:00:00,PT1H,COP/kWh,TX1,190.0038
PB_Int,2025-12-10 22:00:00,PT1H,COP/kWh,TX1,260.0038
PB_Int,2025-12-10 16:00:00,PT1H,COP/kWh,TX1,290.0038
PB_Int,2025-12-10 12:00:00,PT1H,COP/kWh,TX1,190.0038
PB_Int,2025-12-10 08:00:00,PT1H,COP/kWh,TX1,190.0038
PB_Int,2025-12-10 13:00:00,PT1H,COP/kWh,TX1,190.0038
PB_Int,2025-12-10 06:00:00,PT1H,COP/kWh,TX1,190.0038
PB_Int,2025-12-10 21:00:00,PT1H,COP/kWh,TX1,290.0038
PB_Int,2025-12-10 10:00:00,PT1H,COP/kWh,TX1,190.0038
PB_Int,2025-12-10 19:00:00,PT1H,COP/kWh,TX1,300.0038
PB_Int,2025-12-10 11:00:00,PT1H,COP/kWh,TX1,190.0038
PB_Int,2025-12-10 17:00:00,PT1H,COP/kWh,TX1,290.0038
PB_Int,2025-12-10 01:00:00,PT1H,COP/kWh,TX1,98.4648
PB_Int,2025-12-10 14:00:00,PT1H,COP/kWh,TX1,255.0038
PB_Int,2025-12-10 09:00:00,PT1H,COP/kWh,TX1,190.0038
PB_Int,2025-12-10 04:00:00,PT1H,COP/kWh,TX1,94.5658
PB_Int,2025-12-10 02:00:00,PT1H,COP/kWh,TX1,94.5658
PB_Int,2025-12-10 20:00:00,PT1H,COP/kWh,TX1,300.0038
PB_Int,2025-12-10 18:00:00,PT1H,COP/kWh,TX1,300.0038
PB_Int,2025-12-09 07:00:00,PT1H,COP/kWh,TX1,205.523
PB_Int,2025-12-09 09:00:00,PT1H,COP/kWh,TX1,205.523
PB_Int,2025-12-09 00:00:00,PT1H,COP/kWh,TX1,192.0
PB_Int,2025-12-09 21:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-09 12:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-09 17:00:00,PT1H,COP/kWh,TX1,300.0
PB_Int,2025-12-09 11:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-09 13:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-09 20:00:00,PT1H,COP/kWh,TX1,300.0
PB_Int,2025-12-09 14:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-09 23:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-09 15:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-09 02:00:00,PT1H,COP/kWh,TX1,192.0
PB_Int,2025-12-09 05:00:00,PT1H,COP/kWh,TX1,205.523
PB_Int,2025-12-09 18:00:00,PT1H,COP/kWh,TX1,550.0
PB_Int,2025-12-09 19:00:00,PT1H,COP/kWh,TX1,500.0
PB_Int,2025-12-09 22:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-09 16:00:00,PT1H,COP/kWh,TX1,300.0
PB_Int,2025-12-09 03:00:00,PT1H,COP/kWh,TX1,192.0
PB_Int,2025-12-09 04:00:00,PT1H,COP/kWh,TX1,192.0
PB_Int,2025-12-09 01:00:00,PT1H,COP/kWh,TX1,192.0
PB_Int,2025-12-09 06:00:00,PT1H,COP/kWh,TX1,205.523
PB_Int,2025-12-09 10:00:00,PT1H,COP/kWh,TX1,205.523
PB_Int,2025-12-09 08:00:00,PT1H,COP/kWh,TX1,205.523
PB_Int,2025-12-08 11:00:00,PT1H,COP/kWh,TX1,101.004
PB_Int,2025-12-08 23:00:00,PT1H,COP/kWh,TX1,190.523
PB_Int,2025-12-08 04:00:00,PT1H,COP/kWh,TX1,105.0
PB_Int,2025-12-08 17:00:00,PT1H,COP/kWh,TX1,190.523
PB_Int,2025-12-08 16:00:00,PT1H,COP/kWh,TX1,190.523
PB_Int,2025-12-08 10:00:00,PT1H,COP/kWh,TX1,98.463
PB_Int,2025-12-08 22:00:00,PT1H,COP/kWh,TX1,190.523
PB_Int,2025-12-08 06:00:00,PT1H,COP/kWh,TX1,101.004
PB_Int,2025-12-08 12:00:00,PT1H,COP/kWh,TX1,103.355
PB_Int,2025-12-08 20:00:00,PT1H,COP/kWh,TX1,194.0
PB_Int,2025-12-08 13:00:00,PT1H,COP/kWh,TX1,105.0
PB_Int,2025-12-08 19:00:00,PT1H,COP/kWh,TX1,194.0
PB_Int,2025-12-08 03:00:00,PT1H,COP/kWh,TX1,103.355
PB_Int,2025-12-08 05:00:00,PT1H,COP/kWh,TX1,105.0
PB_Int,2025-12-08 09:00:00,PT1H,COP/kWh,TX1,98.463
PB_Int,2025-12-08 07:00:00,PT1H,COP/kWh,TX1,101.004
PB_Int,2025-12-08 00:00:00,PT1H,COP/kWh,TX1,101.004
PB_Int,2025-12-08 02:00:00,PT1H,COP/kWh,TX1,101.004
PB_Int,2025-12-08 18:00:00,PT1H,COP/kWh,TX1,194.0
PB_Int,2025-12-08 08:00:00,PT1H,COP/kWh,TX1,98.463
PB_Int,2025-12-08 15:00:00,PT1H,COP/kWh,TX1,105.0
PB_Int,2025-12-08 01:00:00,PT1H,COP/kWh,TX1,101.004
PB_Int,2025-12-08 21:00:00,PT1H,COP/kWh,TX1,194.0
PB_Int,2025-12-08 14:00:00,PT1H,COP/kWh,TX1,105.0
PB_Int,2025-12-07 00:00:00,PT1H,COP/kWh,TX1,210.523
PB_Int,2025-12-07 01:00:00,PT1H,COP/kWh,TX1,210.523
PB_Int,2025-12-07 13:00:00,PT1H,COP/kWh,TX1,101.004
PB_Int,2025-12-07 06:00:00,PT1H,COP/kWh,TX1,103.243
PB_Int,2025-12-07 20:00:00,PT1H,COP/kWh,TX1,210.523
PB_Int,2025-12-07 22:00:00,PT1H,COP/kWh,TX1,210.523
PB_Int,2025-12-07 15:00:00,PT1H,COP/kWh,TX1,210.523
PB_Int,2025-12-07 17:00:00,PT1H,COP/kWh,TX1,220.0
PB_Int,2025-12-07 21:00:00,PT1H,COP/kWh,TX1,210.523
PB_Int,2025-12-07 07:00:00,PT1H,COP/kWh,TX1,94.562
PB_Int,2025-12-07 09:00:00,PT1H,COP/kWh,TX1,94.562
PB_Int,2025-12-07 14:00:00,PT1H,COP/kWh,TX1,199.0
PB_Int,2025-12-07 16:00:00,PT1H,COP/kWh,TX1,210.523
PB_Int,2025-12-07 19:00:00,PT1H,COP/kWh,TX1,220.0
PB_Int,2025-12-07 02:00:00,PT1H,COP/kWh,TX1,210.523
PB_Int,2025-12-07 12:00:00,PT1H,COP/kWh,TX1,94.562
PB_Int,2025-12-07 10:00:00,PT1H,COP/kWh,TX1,94.562
PB_Int,2025-12-07 23:00:00,PT1H,COP/kWh,TX1,210.523
PB_Int,2025-12-07 08:00:00,PT1H,COP/kWh,TX1,94.562
PB_Int,2025-12-07 18:00:00,PT1H,COP/kWh,TX1,220.0
PB_Int,2025-12-07 03:00:00,PT1H,COP/kWh,TX1,103.243
PB_Int,2025-12-07 11:00:00,PT1H,COP/kWh,TX1,94.562
PB_Int,2025-12-07 04:00:00,PT1H,COP/kWh,TX1,103.243
PB_Int,2025-12-07 05:00:00,PT1H,COP/kWh,TX1,199.0
PB_Int,2025-12-06 05:00:00,PT1H,COP/kWh,TX1,105.0
PB_Int,2025-12-06 12:00:00,PT1H,COP/kWh,TX1,105.0
PB_Int,2025-12-06 14:00:00,PT1H,COP/kWh,TX1,214.253
PB_Int,2025-12-06 23:00:00,PT1H,COP/kWh,TX1,214.253
PB_Int,2025-12-06 19:00:00,PT1H,COP/kWh,TX1,240.0
PB_Int,2025-12-06 18:00:00,PT1H,COP/kWh,TX1,240.0
PB_Int,2025-12-06 20:00:00,PT1H,COP/kWh,TX1,240.0
PB_Int,2025-12-06 16:00:00,PT1H,COP/kWh,TX1,214.253
PB_Int,2025-12-06 06:00:00,PT1H,COP/kWh,TX1,105.0
PB_Int,2025-12-06 09:00:00,PT1H,COP/kWh,TX1,94.562
PB_Int,2025-12-06 21:00:00,PT1H,COP/kWh,TX1,240.0
PB_Int,2025-12-06 00:00:00,PT1H,COP/kWh,TX1,214.253
PB_Int,2025-12-06 10:00:00,PT1H,COP/kWh,TX1,105.0
PB_Int,2025-12-06 04:00:00,PT1H,COP/kWh,TX1,105.0
PB_Int,2025-12-06 07:00:00,PT1H,COP/kWh,TX1,214.253
PB_Int,2025-12-06 13:00:00,PT1H,COP/kWh,TX1,105.0
PB_Int,2025-12-06 08:00:00,PT1H,COP/kWh,TX1,94.562
PB_Int,2025-12-06 11:00:00,PT1H,COP/kWh,TX1,105.0
PB_Int,2025-12-06 22:00:00,PT1H,COP/kWh,TX1,240.0
PB_Int,2025-12-06 02:00:00,PT1H,COP/kWh,TX1,102.347
PB_Int,2025-12-06 01:00:00,PT1H,COP/kWh,TX1,214.253
PB_Int,2025-12-06 15:00:00,PT1H,COP/kWh,TX1,214.253
PB_Int,2025-12-06 17:00:00,PT1H,COP/kWh,TX1,240.0
PB_Int,2025-12-06 03:00:00,PT1H,COP/kWh,TX1,105.0
PB_Int,2026-01-31 13:00:00,PT1H,COP/kWh,TX1,189.5
PB_Int,2026-01-31 19:00:00,PT1H,COP/kWh,TX1,200.123
PB_Int,2026-01-31 23:00:00,PT1H,COP/kWh,TX1,189.5
PB_Int,2026-01-31 14:00:00,PT1H,COP/kWh,TX1,189.5
PB_Int,2026-01-31 03:00:00,PT1H,COP/kWh,TX1,189.5
PB_Int,2026-01-31 04:00:00,PT1H,COP/kWh,TX1,189.5
PB_Int,2026-01-31 22:00:00,PT1H,COP/kWh,TX1,200.0
PB_Int,2026-01-31 21:00:00,PT1H,COP/kWh,TX1,200.0
PB_Int,2026-01-31 01:00:00,PT1H,COP/kWh,TX1,189.5
PB_Int,2026-01-31 09:00:00,PT1H,COP/kWh,TX1,189.5
PB_Int,2026-01-31 20:00:00,PT1H,COP/kWh,TX1,200.0
PB_Int,2026-01-31 07:00:00,PT1H,COP/kWh,TX1,189.5
PB_Int,2026-01-31 11:00:00,PT1H,COP/kWh,TX1,189.5
PB_Int,2026-01-31 12:00:00,PT1H,COP/kWh,TX1,189.5
PB_Int,2026-01-31 05:00:00,PT1H,COP/kWh,TX1,189.5
PB_Int,2026-01-31 02:00:00,PT1H,COP/kWh,TX1,189.5
PB_Int,2026-01-31 06:00:00,PT1H,COP/kWh,TX1,189.5
PB_Int,2026-01-31 16:00:00,PT1H,COP/kWh,TX1,200.0
PB_Int,2026-01-31 15:00:00,PT1H,COP/kWh,TX1,189.5
PB_Int,2026-01-31 18:00:00,PT1H,COP/kWh,TX1,200.123
PB_Int,2026-01-31 00:00:00,PT1H,COP/kWh,TX1,189.5
PB_Int,2026-01-31 08:00:00,PT1H,COP/kWh,TX1,189.5
PB_Int,2026-01-31 17:00:00,PT1H,COP/kWh,TX1,200.0
PB_Int,2026-01-31 10:00:00,PT1H,COP/kWh,TX1,189.5
PB_Int,2026-01-30 03:00:00,PT1H,COP/kWh,TX1,96.99
PB_Int,2026-01-30 13:00:00,PT1H,COP/kWh,TX1,230.123
PB_Int,2026-01-30 21:00:00,PT1H,COP/kWh,TX1,235.0
PB_Int,2026-01-30 20:00:00,PT1H,COP/kWh,TX1,235.0
PB_Int,2026-01-30 08:00:00,PT1H,COP/kWh,TX1,150.0
PB_Int,2026-01-30 07:00:00,PT1H,COP/kWh,TX1,230.123
PB_Int,2026-01-30 12:00:00,PT1H,COP/kWh,TX1,96.99
PB_Int,2026-01-30 18:00:00,PT1H,COP/kWh,TX1,240.0
PB_Int,2026-01-30 09:00:00,PT1H,COP/kWh,TX1,98.003
PB_Int,2026-01-30 04:00:00,PT1H,COP/kWh,TX1,96.99
PB_Int,2026-01-30 02:00:00,PT1H,COP/kWh,TX1,95.536
PB_Int,2026-01-30 05:00:00,PT1H,COP/kWh,TX1,230.123
PB_Int,2026-01-30 23:00:00,PT1H,COP/kWh,TX1,230.123
PB_Int,2026-01-30 10:00:00,PT1H,COP/kWh,TX1,230.123
PB_Int,2026-01-30 00:00:00,PT1H,COP/kWh,TX1,91.4
PB_Int,2026-01-30 15:00:00,PT1H,COP/kWh,TX1,235.0
PB_Int,2026-01-30 01:00:00,PT1H,COP/kWh,TX1,95.536
PB_Int,2026-01-30 14:00:00,PT1H,COP/kWh,TX1,230.123
PB_Int,2026-01-30 17:00:00,PT1H,COP/kWh,TX1,235.0
PB_Int,2026-01-30 19:00:00,PT1H,COP/kWh,TX1,235.0
PB_Int,2026-01-30 22:00:00,PT1H,COP/kWh,TX1,230.123
PB_Int,2026-01-30 11:00:00,PT1H,COP/kWh,TX1,230.123
PB_Int,2026-01-30 16:00:00,PT1H,COP/kWh,TX1,235.0
PB_Int,2026-01-30 06:00:00,PT1H,COP/kWh,TX1,230.123
PB_Int,2026-01-29 15:00:00,PT1H,COP/kWh,TX1,235.123
PB_Int,2026-01-29 22:00:00,PT1H,COP/kWh,TX1,248.0
PB_Int,2026-01-29 07:00:00,PT1H,COP/kWh,TX1,235.123
PB_Int,2026-01-29 03:00:00,PT1H,COP/kWh,TX1,235.0
PB_Int,2026-01-29 04:00:00,PT1H,COP/kWh,TX1,235.0
PB_Int,2026-01-29 02:00:00,PT1H,COP/kWh,TX1,235.0
PB_Int,2026-01-29 11:00:00,PT1H,COP/kWh,TX1,235.123
PB_Int,2026-01-29 10:00:00,PT1H,COP/kWh,TX1,235.123
PB_Int,2026-01-29 06:00:00,PT1H,COP/kWh,TX1,235.123
PB_Int,2026-01-29 14:00:00,PT1H,COP/kWh,TX1,235.123
PB_Int,2026-01-29 21:00:00,PT1H,COP/kWh,TX1,248.0
PB_Int,2026-01-29 01:00:00,PT1H,COP/kWh,TX1,235.0
PB_Int,2026-01-29 23:00:00,PT1H,COP/kWh,TX1,235.123
PB_Int,2026-01-29 17:00:00,PT1H,COP/kWh,TX1,248.0
PB_Int,2026-01-29 18:00:00,PT1H,COP/kWh,TX1,248.0
PB_Int,2026-01-29 19:00:00,PT1H,COP/kWh,TX1,257.0
PB_Int,2026-01-29 16:00:00,PT1H,COP/kWh,TX1,248.0
PB_Int,2026-01-29 13:00:00,PT1H,COP/kWh,TX1,235.123
PB_Int,2026-01-29 00:00:00,PT1H,COP/kWh,TX1,235.0
PB_Int,2026-01-29 05:00:00,PT1H,COP/kWh,TX1,235.123
PB_Int,2026-01-29 12:00:00,PT1H,COP/kWh,TX1,235.0
PB_Int,2026-01-29 20:00:00,PT1H,COP/kWh,TX1,248.0
PB_Int,2026-01-29 09:00:00,PT1H,COP/kWh,TX1,235.0
PB_Int,2026-01-29 08:00:00,PT1H,COP/kWh,TX1,235.0
PB_Int,2026-01-28 01:00:00,PT1H,COP/kWh,TX1,247.0
PB_Int,2026-01-28 02:00:00,PT1H,COP/kWh,TX1,247.0
PB_Int,2026-01-28 19:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2026-01-28 12:00:00,PT1H,COP/kWh,TX1,247.93
PB_Int,2026-01-28 17:00:00,PT1H,COP/kWh,TX1,258.0
PB_Int,2026-01-28 00:00:00,PT1H,COP/kWh,TX1,247.0
PB_Int,2026-01-28 07:00:00,PT1H,COP/kWh,TX1,247.93
PB_Int,2026-01-28 09:00:00,PT1H,COP/kWh,TX1,247.0
PB_Int,2026-01-28 13:00:00,PT1H,COP/kWh,TX1,247.93
PB_Int,2026-01-28 05:00:00,PT1H,COP/kWh,TX1,247.93
